,index,d,ndvi,ls
84,202,2010-01-01,0.8302942684414886,7
85,205,2011-01-01,0.7766493275309748,7
86,209,2012-01-01,0.8081195234119963,7
87,210,2012-01-01,0.8032813304259918,7
88,212,2012-01-01,0.6590140594411816,7
89,215,2013-01-01,0.7025569725176987,7
90,217,2014-01-01,0.5954818054747464,7
91,219,2014-01-01,0.7653935588232406,7
92,233,2015-01-01,0.8267673764064123,7
93,234,2015-01-01,0.730403860302992,7
94,235,2015-01-01,0.7883253274508397,7
95,244,2016-01-01,0.8405988851883697,7
96,246,2016-01-01,0.8485925287368697,7
97,249,2016-01-01,0.6932346610938305,7
98,250,2017-01-01,0.6152486496689427,7
99,251,2017-01-01,0.567333451421656,7
100,252,2017-01-01,0.7331926466518351,7
101,253,2017-01-01,0.6302562826573773,7
102,255,2017-01-01,0.6781999113989334,7
103,257,2017-01-01,0.7377734051547967,7
104,260,2018-01-01,0.49621968929731025,7
105,263,2018-01-01,0.8177218308640436,7
106,264,2018-01-01,0.7767623735923894,7
107,265,2018-01-01,0.6894570622948518,7
108,266,2018-01-01,0.7825347627518204,7
109,267,2018-01-01,0.7343854228552621,7
110,268,2018-01-01,0.641908190334593,7
111,271,2019-01-01,0.7006848104445799,7
112,273,2019-01-01,0.8228376737080239,7
113,276,2019-01-01,0.8135127531014205,7
114,277,2019-01-01,0.779022582351286,7
115,280,2020-01-01,0.5882265887538541,7
116,283,2020-01-01,0.7719905086441269,7
117,284,2020-01-01,0.7755787311410924,7
118,287,2020-01-01,0.7673604797239401,7
119,288,2020-01-01,0.8236069932413846,7
120,289,2021-01-01,-0.11274195149498498,7
121,291,2021-01-01,0.5235631142689131,7
122,292,2021-01-01,0.6907657977772257,7
123,297,2014-01-01,0.6843797930789717,7
124,298,2014-01-01,0.7102919002942982,7
125,303,2015-01-01,0.6306454421434524,7
126,304,2015-01-01,0.722292878550941,7
127,307,2017-01-01,0.6739481324652101,7
128,309,2014-01-01,0.6663935640211089,7
129,310,2014-01-01,0.7288606577570994,7
130,314,2015-01-01,0.620334736654303,7
131,315,2015-01-01,0.7218000064111966,7
132,316,2015-01-01,0.743988414297646,7
133,319,2017-01-01,0.6722426812996677,7
