,index,d,ndvi,ls
88,175,1993-01-01,0.5733709099921277,6
89,176,1993-01-01,0.5210151219696711,6
90,179,1993-01-01,0.6368678597286654,6
91,181,1993-01-01,0.7293574664215151,6
92,182,1993-01-01,0.6463633183069507,6
93,185,1994-01-01,0.5298151118869878,6
94,188,1995-01-01,0.421066488451072,6
95,190,1995-01-01,0.6513458489518487,6
96,192,1995-01-01,0.7508877393275704,6
97,193,1995-01-01,0.5801449482560903,6
98,196,1995-01-01,0.7006807004832107,6
99,197,1996-01-01,0.483077463142067,6
100,200,1996-01-01,0.7530526098938648,6
101,201,1996-01-01,0.6494385099948158,6
102,202,1996-01-01,0.7168473536586177,6
103,206,1997-01-01,0.5421021754675308,6
104,208,1997-01-01,0.7919115395245944,6
105,209,1997-01-01,0.7788482798420263,6
106,213,1998-01-01,0.7421650601697739,6
107,215,1999-01-01,0.44959366495374853,6
108,216,1999-01-01,0.48739869045788015,6
109,220,1999-01-01,0.7098588710512757,6
110,222,1999-01-01,0.738251797547123,6
111,227,2000-01-01,0.7888033694047163,6
112,229,2001-01-01,0.4988454003068914,6
113,231,2001-01-01,0.729714607720289,6
114,232,2001-01-01,0.6725944278480155,6
115,235,2002-01-01,0.8357772661927023,6
116,237,2003-01-01,0.762809617233342,6
117,238,2003-01-01,0.6491532878739968,6
118,239,2003-01-01,0.6500379630594592,6
119,242,2004-01-01,0.7588418207879817,6
120,243,2004-01-01,0.7737953111122763,6
121,246,2004-01-01,0.7448326768621002,6
122,248,2004-01-01,0.7437070374037877,6
123,251,2005-01-01,-0.011379662380149714,6
124,253,2005-01-01,0.6388904972794003,6
125,255,2005-01-01,0.7839880333137985,6
126,257,2006-01-01,0.5339661259986447,6
127,258,2006-01-01,0.4413350931630664,6
128,262,2006-01-01,0.799450854561338,6
129,263,2006-01-01,0.7728376885432644,6
130,268,2008-01-01,0.7088101750144546,6
131,270,2008-01-01,0.7605001825727188,6
132,271,2008-01-01,0.6027356298583814,6
133,275,2009-01-01,0.7989937762739614,6
134,277,2010-01-01,0.5200287631088967,6
135,279,2010-01-01,0.712364554813225,6
136,280,2010-01-01,0.797795822768696,6
137,282,2010-01-01,0.6088435516906922,6
138,284,2011-01-01,0.5637731999314246,6
139,285,2011-01-01,0.6960807423671729,6
140,286,2011-01-01,0.7737976684764865,6
141,287,2011-01-01,0.7076737551600137,6
142,293,1996-01-01,0.7377833951866266,6
143,294,1996-01-01,0.7842421290668696,6
144,295,1996-01-01,0.7369030990685685,6
145,296,1996-01-01,0.7172626841617709,6
146,299,1997-01-01,0.4984891694453671,6
147,300,1997-01-01,0.6888834239824382,6
148,302,1997-01-01,0.8267372981020754,6
149,303,1997-01-01,0.7939175602434052,6
150,306,2004-01-01,0.7258106738001793,6
151,309,2006-01-01,0.27648986199654135,6
152,311,2006-01-01,0.6184042694231774,6
153,312,2009-01-01,-0.00869380005745376,6
154,313,2009-01-01,0.567003984645171,6
155,314,2009-01-01,0.8125232208839784,6
156,319,1996-01-01,0.7376202416043502,6
157,320,1996-01-01,0.786261155794787,6
158,321,1996-01-01,0.7358226672186517,6
159,322,1996-01-01,0.7174622962426405,6
160,324,1997-01-01,0.5035623538559986,6
161,325,1997-01-01,0.692750611754362,6
162,327,1997-01-01,0.8269724868145314,6
163,329,1997-01-01,0.7939117809658641,6
164,332,2004-01-01,0.4547757992961769,6
165,333,2004-01-01,0.7296108397788862,6
166,334,2004-01-01,0.7124810584070643,6
167,337,2004-01-01,0.7945501561378002,6
168,340,2005-01-01,0.6361521558753319,6
169,344,2006-01-01,0.6713156562014956,6
170,346,2009-01-01,0.5623571173680284,6
